    ID 	   time 	 y
0.000000 	 0.000000 	 39.265477
0.000000 	 0.500000 	 55.061613
0.000000 	 1.000000 	 71.067421
0.000000 	 1.500000 	 97.958572
0.000000 	 2.000000 	 117.397923
0.000000 	 2.500000 	 141.271876
0.000000 	 3.000000 	 155.782188
0.000000 	 3.500000 	 182.064489
0.000000 	 4.000000 	 168.196633
0.000000 	 4.500000 	 188.451118
0.000000 	 5.000000 	 186.736775
0.000000 	 5.500000 	 189.147775
0.000000 	 6.000000 	 185.292436
0.000000 	 6.500000 	 196.312946
0.000000 	 7.000000 	 185.859666
0.000000 	 7.500000 	 187.055814
0.000000 	 8.000000 	 198.540706
0.000000 	 8.500000 	 194.376214
0.000000 	 9.000000 	 194.083242
0.000000 	 9.500000 	 197.394891
0.000000 	 10.000000 	 188.128773
1.000000 	 0.000000 	 62.685934
1.000000 	 0.500000 	 81.124315
1.000000 	 1.000000 	 100.018439
1.000000 	 1.500000 	 125.259606
1.000000 	 2.000000 	 155.128913
1.000000 	 2.500000 	 174.150516
1.000000 	 3.000000 	 191.521224
1.000000 	 3.500000 	 216.206582
1.000000 	 4.000000 	 215.174758
1.000000 	 4.500000 	 214.685966
1.000000 	 5.000000 	 226.163728
1.000000 	 5.500000 	 226.060530
1.000000 	 6.000000 	 232.805717
1.000000 	 6.500000 	 238.141658
1.000000 	 7.000000 	 232.721820
1.000000 	 7.500000 	 238.049705
1.000000 	 8.000000 	 236.400184
1.000000 	 8.500000 	 231.456188
1.000000 	 9.000000 	 232.968601
1.000000 	 9.500000 	 223.011648
1.000000 	 10.000000 	 232.130216
2.000000 	 0.000000 	 29.915178
2.000000 	 0.500000 	 45.987815
2.000000 	 1.000000 	 53.879616
2.000000 	 1.500000 	 74.408546
2.000000 	 2.000000 	 94.661126
2.000000 	 2.500000 	 122.820738
2.000000 	 3.000000 	 142.838532
2.000000 	 3.500000 	 155.125898
2.000000 	 4.000000 	 171.162727
2.000000 	 4.500000 	 186.556803
2.000000 	 5.000000 	 194.698513
2.000000 	 5.500000 	 202.283494
2.000000 	 6.000000 	 205.319283
2.000000 	 6.500000 	 202.845556
2.000000 	 7.000000 	 213.214439
2.000000 	 7.500000 	 211.907122
2.000000 	 8.000000 	 204.372868
2.000000 	 8.500000 	 214.209644
2.000000 	 9.000000 	 216.626450
2.000000 	 9.500000 	 218.196788
2.000000 	 10.000000 	 206.909850
3.000000 	 0.000000 	 27.610498
3.000000 	 0.500000 	 59.859327
3.000000 	 1.000000 	 98.310595
3.000000 	 1.500000 	 127.474357
3.000000 	 2.000000 	 156.317993
3.000000 	 2.500000 	 171.258757
3.000000 	 3.000000 	 181.803248
3.000000 	 3.500000 	 198.945746
3.000000 	 4.000000 	 199.906789
3.000000 	 4.500000 	 201.071828
3.000000 	 5.000000 	 200.711716
3.000000 	 5.500000 	 202.288732
3.000000 	 6.000000 	 197.752643
3.000000 	 6.500000 	 206.333505
3.000000 	 7.000000 	 207.918361
3.000000 	 7.500000 	 210.655738
3.000000 	 8.000000 	 206.107448
3.000000 	 8.500000 	 198.929528
3.000000 	 9.000000 	 200.485508
3.000000 	 9.500000 	 197.625185
3.000000 	 10.000000 	 203.440041
4.000000 	 0.000000 	 46.451943
4.000000 	 0.500000 	 63.675689
4.000000 	 1.000000 	 81.511880
4.000000 	 1.500000 	 94.596758
4.000000 	 2.000000 	 104.704519
