0 0 0 0
0 1.3963 0 0
0 2.7925 0 0
0 4.1888 0 0
0 5.5851 0 0
0 6.9813 0 0
0 8.3776 0 0
0 9.7738 0 0
0 11.17 0 0
0 12.566 0 0
1.3963 0 0 2.3811
1.3963 1.3963 0 0.90386
1.3963 2.7925 0 0.90386
1.3963 4.1888 0 2.3811
1.3963 5.5851 0 0.90386
1.3963 6.9813 0 0.90386
1.3963 8.3776 0 2.3811
1.3963 9.7738 0 0.90386
1.3963 11.17 0 0.90386
1.3963 12.566 0 2.3811
2.7925 0 0 3.1345
2.7925 1.3963 0 2.6215
2.7925 2.7925 0 2.6215
2.7925 4.1888 0 3.1345
2.7925 5.5851 0 2.6215
2.7925 6.9813 0 2.6215
2.7925 8.3776 0 3.1345
2.7925 9.7738 0 2.6215
2.7925 11.17 0 2.6215
2.7925 12.566 0 3.1345
4.1888 0 0 3.3228
4.1888 1.3963 0 4.6218
4.1888 2.7925 0 4.6218
4.1888 4.1888 0 3.3228
4.1888 5.5851 0 4.6218
4.1888 6.9813 0 4.6218
4.1888 8.3776 0 3.3228
4.1888 9.7738 0 4.6218
4.1888 11.17 0 4.6218
4.1888 12.566 0 3.3228
5.5851 0 0 4.9423
5.5851 1.3963 0 5.9064
5.5851 2.7925 0 5.9064
5.5851 4.1888 0 4.9423
5.5851 5.5851 0 5.9064
5.5851 6.9813 0 5.9064
5.5851 8.3776 0 4.9423
5.5851 9.7738 0 5.9064
5.5851 11.17 0 5.9064
5.5851 12.566 0 4.9423
6.9813 0 0 7.6241
6.9813 1.3963 0 6.6599
6.9813 2.7925 0 6.6599
6.9813 4.1888 0 7.6241
6.9813 5.5851 0 6.6599
6.9813 6.9813 0 6.6599
6.9813 8.3776 0 7.6241
6.9813 9.7738 0 6.6599
6.9813 11.17 0 6.6599
6.9813 12.566 0 7.6241
8.3776 0 0 9.2436
8.3776 1.3963 0 7.9446
8.3776 2.7925 0 7.9446
8.3776 4.1888 0 9.2436
8.3776 5.5851 0 7.9446
8.3776 6.9813 0 7.9446
8.3776 8.3776 0 9.2436
8.3776 9.7738 0 7.9446
8.3776 11.17 0 7.9446
8.3776 12.566 0 9.2436
9.7738 0 0 9.4318
9.7738 1.3963 0 9.9449
9.7738 2.7925 0 9.9449
9.7738 4.1888 0 9.4318
9.7738 5.5851 0 9.9449
9.7738 6.9813 0 9.9449
9.7738 8.3776 0 9.4318
9.7738 9.7738 0 9.9449
9.7738 11.17 0 9.9449
9.7738 12.566 0 9.4318
11.17 0 0 10.185
11.17 1.3963 0 11.663
11.17 2.7925 0 11.663
11.17 4.1888 0 10.185
11.17 5.5851 0 11.663
11.17 6.9813 0 11.663
11.17 8.3776 0 10.185
11.17 9.7738 0 11.663
11.17 11.17 0 11.663
11.17 12.566 0 10.185
12.566 0 0 12.566
12.566 1.3963 0 12.566
12.566 2.7925 0 12.566
12.566 4.1888 0 12.566
12.566 5.5851 0 12.566
12.566 6.9813 0 12.566
12.566 8.3776 0 12.566
12.566 9.7738 0 12.566
12.566 11.17 0 12.566
12.566 12.566 0 12.566
0 0 1.3963 0
0 1.3963 1.3963 0
0 2.7925 1.3963 0
0 4.1888 1.3963 0
0 5.5851 1.3963 0
0 6.9813 1.3963 0
0 8.3776 1.3963 0
0 9.7738 1.3963 0
0 11.17 1.3963 0
0 12.566 1.3963 0
1.3963 0 1.3963 2.0544
1.3963 1.3963 1.3963 0.5772
1.3963 2.7925 1.3963 0.5772
1.3963 4.1888 1.3963 2.0544
1.3963 5.5851 1.3963 0.5772
1.3963 6.9813 1.3963 0.5772
1.3963 8.3776 1.3963 2.0544
1.3963 9.7738 1.3963 0.5772
1.3963 11.17 1.3963 0.5772
1.3963 12.566 1.3963 2.0544
2.7925 0 1.3963 2.4812
2.7925 1.3963 1.3963 1.9682
2.7925 2.7925 1.3963 1.9682
2.7925 4.1888 1.3963 2.4812
2.7925 5.5851 1.3963 1.9682
2.7925 6.9813 1.3963 1.9682
2.7925 8.3776 1.3963 2.4812
2.7925 9.7738 1.3963 1.9682
2.7925 11.17 1.3963 1.9682
2.7925 12.566 1.3963 2.4812
4.1888 0 1.3963 2.3428
4.1888 1.3963 1.3963 3.6418
4.1888 2.7925 1.3963 3.6418
4.1888 4.1888 1.3963 2.3428
4.1888 5.5851 1.3963 3.6418
4.1888 6.9813 1.3963 3.6418
4.1888 8.3776 1.3963 2.3428
4.1888 9.7738 1.3963 3.6418
4.1888 11.17 1.3963 3.6418
4.1888 12.566 1.3963 2.3428
5.5851 0 1.3963 3.6356
5.5851 1.3963 1.3963 4.5998
5.5851 2.7925 1.3963 4.5998
5.5851 4.1888 1.3963 3.6356
5.5851 5.5851 1.3963 4.5998
5.5851 6.9813 1.3963 4.5998
5.5851 8.3776 1.3963 3.6356
5.5851 9.7738 1.3963 4.5998
5.5851 11.17 1.3963 4.5998
5.5851 12.566 1.3963 3.6356
6.9813 0 1.3963 5.9908
6.9813 1.3963 1.3963 5.0266
6.9813 2.7925 1.3963 5.0266
6.9813 4.1888 1.3963 5.9908
6.9813 5.5851 1.3963 5.0266
6.9813 6.9813 1.3963 5.0266
6.9813 8.3776 1.3963 5.9908
6.9813 9.7738 1.3963 5.0266
6.9813 11.17 1.3963 5.0266
6.9813 12.566 1.3963 5.9908
8.3776 0 1.3963 7.2836
8.3776 1.3963 1.3963 5.9846
8.3776 2.7925 1.3963 5.9846
8.3776 4.1888 1.3963 7.2836
8.3776 5.5851 1.3963 5.9846
8.3776 6.9813 1.3963 5.9846
8.3776 8.3776 1.3963 7.2836
8.3776 9.7738 1.3963 5.9846
8.3776 11.17 1.3963 5.9846
8.3776 12.566 1.3963 7.2836
9.7738 0 1.3963 7.1452
9.7738 1.3963 1.3963 7.6582
9.7738 2.7925 1.3963 7.6582
9.7738 4.1888 1.3963 7.1452
9.7738 5.5851 1.3963 7.6582
9.7738 6.9813 1.3963 7.6582
9.7738 8.3776 1.3963 7.1452
9.7738 9.7738 1.3963 7.6582
9.7738 11.17 1.3963 7.6582
9.7738 12.566 1.3963 7.1452
11.17 0 1.3963 7.572
11.17 1.3963 1.3963 9.0492
11.17 2.7925 1.3963 9.0492
11.17 4.1888 1.3963 7.572
11.17 5.5851 1.3963 9.0492
11.17 6.9813 1.3963 9.0492
11.17 8.3776 1.3963 7.572
11.17 9.7738 1.3963 9.0492
11.17 11.17 1.3963 9.0492
11.17 12.566 1.3963 7.572
12.566 0 1.3963 9.6264
12.566 1.3963 1.3963 9.6264
12.566 2.7925 1.3963 9.6264
12.566 4.1888 1.3963 9.6264
12.566 5.5851 1.3963 9.6264
12.566 6.9813 1.3963 9.6264
12.566 8.3776 1.3963 9.6264
12.566 9.7738 1.3963 9.6264
12.566 11.17 1.3963 9.6264
12.566 12.566 1.3963 9.6264
0 0 2.7925 0
0 1.3963 2.7925 0
0 2.7925 2.7925 0
0 4.1888 2.7925 0
0 5.5851 2.7925 0
0 6.9813 2.7925 0
0 8.3776 2.7925 0
0 9.7738 2.7925 0
0 11.17 2.7925 0
0 12.566 2.7925 0
1.3963 0 2.7925 1.2273
1.3963 1.3963 2.7925 -0.24995
1.3963 2.7925 2.7925 -0.24995
1.3963 4.1888 2.7925 1.2273
1.3963 5.5851 2.7925 -0.24995
1.3963 6.9813 2.7925 -0.24995
1.3963 8.3776 2.7925 1.2273
1.3963 9.7738 2.7925 -0.24995
1.3963 11.17 2.7925 -0.24995
1.3963 12.566 2.7925 1.2273
2.7925 0 2.7925 0.82694
2.7925 1.3963 2.7925 0.31391
2.7925 2.7925 2.7925 0.31391
2.7925 4.1888 2.7925 0.82694
2.7925 5.5851 2.7925 0.31391
2.7925 6.9813 2.7925 0.31391
2.7925 8.3776 2.7925 0.82694
2.7925 9.7738 2.7925 0.31391
2.7925 11.17 2.7925 0.31391
2.7925 12.566 2.7925 0.82694
4.1888 0 2.7925 -0.13865
4.1888 1.3963 2.7925 1.1604
4.1888 2.7925 2.7925 1.1604
4.1888 4.1888 2.7925 -0.13865
4.1888 5.5851 2.7925 1.1604
4.1888 6.9813 2.7925 1.1604
4.1888 8.3776 2.7925 -0.13865
4.1888 9.7738 2.7925 1.1604
4.1888 11.17 2.7925 1.1604
4.1888 12.566 2.7925 -0.13865
5.5851 0 2.7925 0.32705
5.5851 1.3963 2.7925 1.2912
5.5851 2.7925 2.7925 1.2912
5.5851 4.1888 2.7925 0.32705
5.5851 5.5851 2.7925 1.2912
5.5851 6.9813 2.7925 1.2912
5.5851 8.3776 2.7925 0.32705
5.5851 9.7738 2.7925 1.2912
5.5851 11.17 2.7925 1.2912
5.5851 12.566 2.7925 0.32705
6.9813 0 2.7925 1.8551
6.9813 1.3963 2.7925 0.8909
6.9813 2.7925 2.7925 0.8909
6.9813 4.1888 2.7925 1.8551
6.9813 5.5851 2.7925 0.8909
6.9813 6.9813 2.7925 0.8909
6.9813 8.3776 2.7925 1.8551
6.9813 9.7738 2.7925 0.8909
6.9813 11.17 2.7925 0.8909
6.9813 12.566 2.7925 1.8551
8.3776 0 2.7925 2.3208
8.3776 1.3963 2.7925 1.0217
8.3776 2.7925 2.7925 1.0217
8.3776 4.1888 2.7925 2.3208
8.3776 5.5851 2.7925 1.0217
8.3776 6.9813 2.7925 1.0217
8.3776 8.3776 2.7925 2.3208
8.3776 9.7738 2.7925 1.0217
8.3776 11.17 2.7925 1.0217
8.3776 12.566 2.7925 2.3208
9.7738 0 2.7925 1.3552
9.7738 1.3963 2.7925 1.8682
