6.092101270112920908e+00 -1.155001804796321307e+00
2.936479424626098567e+00 -6.394193857733057595e-02
1.183487154396194185e+01 1.323988636795728091e+00
3.568874939711674799e+00 -9.393858313067129928e-02
1.243619217116580078e+00 2.557662940632610127e-02
1.212196701792595022e+01 8.742301656806390486e-01
1.079949666151698828e+01 9.023926747142241300e-02
1.083215719196427962e+01 1.824607258673823784e-01
7.201506357403361314e+00 -1.632356233038385618e+00
1.661244216819609099e+00 9.413471519293301615e-01
1.104033795552663832e+01 8.565083157716202322e-01
5.298035574228379119e+00 -6.215925060359039911e-02
9.107231242214144373e+00 -3.390588492836875134e-01
7.155277649204088597e+00 -1.568865691272466112e+00
8.673488250083382312e+00 6.395910021363876430e-02
1.108614853420145963e+01 1.005684899915779695e+00
2.613559418315984484e+00 2.676626026537136105e-01
1.120155449671765169e+01 1.343167086223082674e+00
2.614725455838528667e+00 2.653275076336439331e-01
1.771674648485415116e+00 1.188058814500781990e+00
