    ID 	   time 	 y
0.000000 	 0.000000 	 23.978841
1.000000 	 0.000000 	 23.308553
2.000000 	 0.000000 	 24.054003
3.000000 	 0.000000 	 24.203231
4.000000 	 0.000000 	 22.128509
5.000000 	 0.000000 	 24.972232
6.000000 	 0.000000 	 25.723332
7.000000 	 0.000000 	 24.399639
8.000000 	 0.000000 	 24.269286
9.000000 	 0.000000 	 25.355248
10.000000 	 0.000000 	 25.967601
11.000000 	 0.000000 	 24.858319
12.000000 	 0.000000 	 22.977797
13.000000 	 0.000000 	 25.134048
14.000000 	 0.000000 	 24.640887
15.000000 	 0.000000 	 24.701976
16.000000 	 0.000000 	 26.306792
17.000000 	 0.000000 	 25.486364
18.000000 	 0.000000 	 25.159687
19.000000 	 0.000000 	 25.916393
20.000000 	 0.000000 	 23.955960
21.000000 	 0.000000 	 25.267687
22.000000 	 0.000000 	 26.396438
23.000000 	 0.000000 	 27.348813
24.000000 	 0.000000 	 24.572658
25.000000 	 0.000000 	 25.039685
26.000000 	 0.000000 	 23.853427
27.000000 	 0.000000 	 26.099809
28.000000 	 0.000000 	 25.438608
29.000000 	 0.000000 	 25.853096
30.000000 	 0.000000 	 24.598811
31.000000 	 0.000000 	 24.555546
32.000000 	 0.000000 	 23.721449
33.000000 	 0.000000 	 26.021442
34.000000 	 0.000000 	 25.167989
35.000000 	 0.000000 	 27.443857
36.000000 	 0.000000 	 24.517531
37.000000 	 0.000000 	 25.671685
38.000000 	 0.000000 	 23.707356
39.000000 	 0.000000 	 25.912378
40.000000 	 0.000000 	 23.903418
41.000000 	 0.000000 	 26.794924
42.000000 	 0.000000 	 24.351832
43.000000 	 0.000000 	 25.049573
44.000000 	 0.000000 	 24.567639
45.000000 	 0.000000 	 25.657722
46.000000 	 0.000000 	 25.528199
47.000000 	 0.000000 	 24.605314
48.000000 	 0.000000 	 23.797023
49.000000 	 0.000000 	 25.921088
50.000000 	 0.000000 	 27.349711
51.000000 	 0.000000 	 23.649887
52.000000 	 0.000000 	 22.212085
53.000000 	 0.000000 	 24.108766
54.000000 	 0.000000 	 23.602198
55.000000 	 0.000000 	 24.204619
56.000000 	 0.000000 	 23.233787
57.000000 	 0.000000 	 22.968205
58.000000 	 0.000000 	 26.482573
59.000000 	 0.000000 	 24.491497
60.000000 	 0.000000 	 26.423460
61.000000 	 0.000000 	 28.233108
62.000000 	 0.000000 	 26.481934
63.000000 	 0.000000 	 26.902868
64.000000 	 0.000000 	 27.118512
65.000000 	 0.000000 	 26.789516
66.000000 	 0.000000 	 23.315605
67.000000 	 0.000000 	 24.971182
68.000000 	 0.000000 	 24.962188
69.000000 	 0.000000 	 26.948379
70.000000 	 0.000000 	 25.502276
71.000000 	 0.000000 	 26.103227
72.000000 	 0.000000 	 25.506046
73.000000 	 0.000000 	 24.937138
74.000000 	 0.000000 	 24.257139
75.000000 	 0.000000 	 22.653194
76.000000 	 0.000000 	 23.929360
77.000000 	 0.000000 	 23.993445
78.000000 	 0.000000 	 23.480355
79.000000 	 0.000000 	 23.782689
80.000000 	 0.000000 	 24.916547
81.000000 	 0.000000 	 23.854870
82.000000 	 0.000000 	 25.889544
83.000000 	 0.000000 	 26.313374
84.000000 	 0.000000 	 23.244014
85.000000 	 0.000000 	 22.343302
86.000000 	 0.000000 	 25.762760
87.000000 	 0.000000 	 25.969072
88.000000 	 0.000000 	 26.681728
89.000000 	 0.000000 	 23.814603
90.000000 	 0.000000 	 24.412052
91.000000 	 0.000000 	 26.216929
92.000000 	 0.000000 	 22.284353
93.000000 	 0.000000 	 25.000820
94.000000 	 0.000000 	 23.986994
95.000000 	 0.000000 	 24.898555
96.000000 	 0.000000 	 27.469438
97.000000 	 0.000000 	 27.650044
98.000000 	 0.000000 	 28.367334
99.000000 	 0.000000 	 24.166484
100.000000 	 0.000000 	 24.940638
101.000000 	 0.000000 	 22.476987
102.000000 	 0.000000 	 26.357876
103.000000 	 0.000000 	 23.658677
104.000000 	 0.000000 	 22.064382
105.000000 	 0.000000 	 25.232486
106.000000 	 0.000000 	 23.289240
107.000000 	 0.000000 	 24.336189
108.000000 	 0.000000 	 27.356607
109.000000 	 0.000000 	 26.909577
110.000000 	 0.000000 	 26.142376
111.000000 	 0.000000 	 28.535204
112.000000 	 0.000000 	 22.506331
113.000000 	 0.000000 	 25.421719
114.000000 	 0.000000 	 21.800411
115.000000 	 0.000000 	 27.426455
116.000000 	 0.000000 	 25.095348
117.000000 	 0.000000 	 22.854861
118.000000 	 0.000000 	 25.324216
119.000000 	 0.000000 	 23.420155
120.000000 	 0.000000 	 23.958962
121.000000 	 0.000000 	 23.919184
122.000000 	 0.000000 	 23.967232
123.000000 	 0.000000 	 25.719048
124.000000 	 0.000000 	 26.215149
125.000000 	 0.000000 	 26.413107
126.000000 	 0.000000 	 23.799133
127.000000 	 0.000000 	 25.426262
128.000000 	 0.000000 	 25.779173
129.000000 	 0.000000 	 26.088362
130.000000 	 0.000000 	 26.702791
131.000000 	 0.000000 	 26.496405
132.000000 	 0.000000 	 24.727347
133.000000 	 0.000000 	 25.617031
134.000000 	 0.000000 	 23.069958
135.000000 	 0.000000 	 24.070094
136.000000 	 0.000000 	 24.572713
137.000000 	 0.000000 	 23.865878
138.000000 	 0.000000 	 23.233426
139.000000 	 0.000000 	 24.488657
140.000000 	 0.000000 	 24.175828
141.000000 	 0.000000 	 23.983140
142.000000 	 0.000000 	 25.283889
143.000000 	 0.000000 	 24.607473
144.000000 	 0.000000 	 24.792365
145.000000 	 0.000000 	 24.900323
146.000000 	 0.000000 	 26.420749
147.000000 	 0.000000 	 24.575277
148.000000 	 0.000000 	 24.401995
149.000000 	 0.000000 	 25.452261
150.000000 	 0.000000 	 25.069853
151.000000 	 0.000000 	 24.099562
152.000000 	 0.000000 	 27.090100
153.000000 	 0.000000 	 24.646574
154.000000 	 0.000000 	 26.897383
155.000000 	 0.000000 	 23.092776
156.000000 	 0.000000 	 26.278568
157.000000 	 0.000000 	 22.341532
158.000000 	 0.000000 	 22.351323
159.000000 	 0.000000 	 24.570006
160.000000 	 0.000000 	 23.814614
161.000000 	 0.000000 	 24.283773
162.000000 	 0.000000 	 25.885079
163.000000 	 0.000000 	 24.377595
164.000000 	 0.000000 	 24.226824
165.000000 	 0.000000 	 24.730157
166.000000 	 0.000000 	 24.127017
167.000000 	 0.000000 	 28.404582
168.000000 	 0.000000 	 25.546425
169.000000 	 0.000000 	 24.683623
170.000000 	 0.000000 	 23.544602
171.000000 	 0.000000 	 26.221476
172.000000 	 0.000000 	 24.789681
173.000000 	 0.000000 	 25.501092
174.000000 	 0.000000 	 24.810703
175.000000 	 0.000000 	 27.034004
176.000000 	 0.000000 	 22.813294
177.000000 	 0.000000 	 25.576611
178.000000 	 0.000000 	 26.281298
179.000000 	 0.000000 	 26.069209
180.000000 	 0.000000 	 24.122389
181.000000 	 0.000000 	 23.754438
182.000000 	 0.000000 	 24.902529
183.000000 	 0.000000 	 24.113304
184.000000 	 0.000000 	 27.112329
185.000000 	 0.000000 	 24.819887
186.000000 	 0.000000 	 22.835015
187.000000 	 0.000000 	 22.802877
188.000000 	 0.000000 	 25.202622
189.000000 	 0.000000 	 23.983611
190.000000 	 0.000000 	 23.100695
191.000000 	 0.000000 	 23.110387
192.000000 	 0.000000 	 28.408732
193.000000 	 0.000000 	 22.683948
194.000000 	 0.000000 	 26.561599
195.000000 	 0.000000 	 24.638574
196.000000 	 0.000000 	 24.074735
197.000000 	 0.000000 	 24.381300
198.000000 	 0.000000 	 23.742609
199.000000 	 0.000000 	 26.302511
