    ID 	   time 	 y
0.000000 	 0.000000 	 24.977853
1.000000 	 0.000000 	 24.980551
2.000000 	 0.000000 	 27.352500
3.000000 	 0.000000 	 24.668476
4.000000 	 0.000000 	 23.610851
5.000000 	 0.000000 	 25.508317
6.000000 	 0.000000 	 24.822114
7.000000 	 0.000000 	 26.302923
8.000000 	 0.000000 	 25.008774
9.000000 	 0.000000 	 24.941087
10.000000 	 0.000000 	 24.260100
11.000000 	 0.000000 	 24.564627
12.000000 	 0.000000 	 25.813395
13.000000 	 0.000000 	 26.447443
14.000000 	 0.000000 	 26.153887
15.000000 	 0.000000 	 24.940834
16.000000 	 0.000000 	 25.919350
17.000000 	 0.000000 	 24.869207
18.000000 	 0.000000 	 24.074408
19.000000 	 0.000000 	 23.740900
20.000000 	 0.000000 	 26.151413
21.000000 	 0.000000 	 25.593676
22.000000 	 0.000000 	 24.992466
23.000000 	 0.000000 	 22.894665
24.000000 	 0.000000 	 23.805952
25.000000 	 0.000000 	 26.835627
26.000000 	 0.000000 	 25.293431
27.000000 	 0.000000 	 23.650676
28.000000 	 0.000000 	 25.433206
29.000000 	 0.000000 	 24.028866
30.000000 	 0.000000 	 24.132419
31.000000 	 0.000000 	 23.811373
32.000000 	 0.000000 	 23.591183
33.000000 	 0.000000 	 24.020393
34.000000 	 0.000000 	 24.463345
35.000000 	 0.000000 	 24.344043
36.000000 	 0.000000 	 23.535530
37.000000 	 0.000000 	 24.313951
38.000000 	 0.000000 	 26.273909
39.000000 	 0.000000 	 25.430029
40.000000 	 0.000000 	 26.858896
41.000000 	 0.000000 	 24.666594
42.000000 	 0.000000 	 25.173155
43.000000 	 0.000000 	 27.788699
44.000000 	 0.000000 	 22.648637
45.000000 	 0.000000 	 23.295392
46.000000 	 0.000000 	 26.407652
47.000000 	 0.000000 	 22.428032
48.000000 	 0.000000 	 24.522509
49.000000 	 0.000000 	 24.666223
50.000000 	 0.000000 	 27.324768
51.000000 	 0.000000 	 26.027677
52.000000 	 0.000000 	 24.903913
53.000000 	 0.000000 	 24.644525
54.000000 	 0.000000 	 23.740705
55.000000 	 0.000000 	 24.333419
56.000000 	 0.000000 	 25.381858
57.000000 	 0.000000 	 27.171469
58.000000 	 0.000000 	 23.483514
59.000000 	 0.000000 	 24.047356
60.000000 	 0.000000 	 25.826813
61.000000 	 0.000000 	 24.846274
62.000000 	 0.000000 	 24.521640
63.000000 	 0.000000 	 24.383464
64.000000 	 0.000000 	 24.999708
65.000000 	 0.000000 	 23.971699
66.000000 	 0.000000 	 23.853672
67.000000 	 0.000000 	 24.090751
68.000000 	 0.000000 	 24.473411
69.000000 	 0.000000 	 23.588736
70.000000 	 0.000000 	 25.049145
71.000000 	 0.000000 	 24.950893
72.000000 	 0.000000 	 26.022108
73.000000 	 0.000000 	 28.022109
74.000000 	 0.000000 	 24.330851
75.000000 	 0.000000 	 22.629422
76.000000 	 0.000000 	 26.271675
77.000000 	 0.000000 	 27.072143
78.000000 	 0.000000 	 27.670352
79.000000 	 0.000000 	 21.815935
80.000000 	 0.000000 	 23.197383
81.000000 	 0.000000 	 25.291684
82.000000 	 0.000000 	 25.447303
83.000000 	 0.000000 	 25.705062
84.000000 	 0.000000 	 25.160189
85.000000 	 0.000000 	 22.362631
86.000000 	 0.000000 	 27.455298
87.000000 	 0.000000 	 26.628793
88.000000 	 0.000000 	 24.899776
89.000000 	 0.000000 	 26.583019
90.000000 	 0.000000 	 22.875157
91.000000 	 0.000000 	 21.994061
92.000000 	 0.000000 	 25.316880
93.000000 	 0.000000 	 24.939018
94.000000 	 0.000000 	 25.258886
95.000000 	 0.000000 	 26.236786
96.000000 	 0.000000 	 26.078789
97.000000 	 0.000000 	 26.430429
98.000000 	 0.000000 	 26.254426
99.000000 	 0.000000 	 23.824152
100.000000 	 0.000000 	 24.581122
101.000000 	 0.000000 	 23.930650
102.000000 	 0.000000 	 22.982858
103.000000 	 0.000000 	 21.051817
104.000000 	 0.000000 	 22.723584
105.000000 	 0.000000 	 27.233725
106.000000 	 0.000000 	 25.219893
107.000000 	 0.000000 	 25.255021
108.000000 	 0.000000 	 24.167695
109.000000 	 0.000000 	 25.846959
110.000000 	 0.000000 	 26.799956
111.000000 	 0.000000 	 26.058059
112.000000 	 0.000000 	 23.592310
113.000000 	 0.000000 	 25.700831
114.000000 	 0.000000 	 24.598585
115.000000 	 0.000000 	 26.855986
116.000000 	 0.000000 	 25.835191
117.000000 	 0.000000 	 24.903923
118.000000 	 0.000000 	 26.823377
119.000000 	 0.000000 	 26.629589
120.000000 	 0.000000 	 24.938844
121.000000 	 0.000000 	 23.789194
122.000000 	 0.000000 	 25.384616
123.000000 	 0.000000 	 25.962184
124.000000 	 0.000000 	 25.356044
125.000000 	 0.000000 	 28.052849
126.000000 	 0.000000 	 22.126038
127.000000 	 0.000000 	 22.678517
128.000000 	 0.000000 	 22.493394
129.000000 	 0.000000 	 25.366110
130.000000 	 0.000000 	 21.920182
131.000000 	 0.000000 	 25.745104
132.000000 	 0.000000 	 23.667071
133.000000 	 0.000000 	 26.478242
134.000000 	 0.000000 	 25.705592
135.000000 	 0.000000 	 27.475557
136.000000 	 0.000000 	 25.532466
137.000000 	 0.000000 	 24.450503
138.000000 	 0.000000 	 23.848521
139.000000 	 0.000000 	 25.053123
140.000000 	 0.000000 	 26.701888
141.000000 	 0.000000 	 24.005005
142.000000 	 0.000000 	 23.208285
143.000000 	 0.000000 	 24.465831
144.000000 	 0.000000 	 23.946693
145.000000 	 0.000000 	 25.672853
146.000000 	 0.000000 	 24.943050
147.000000 	 0.000000 	 23.071276
148.000000 	 0.000000 	 25.029336
149.000000 	 0.000000 	 23.556814
150.000000 	 0.000000 	 25.311278
151.000000 	 0.000000 	 24.052806
152.000000 	 0.000000 	 22.456655
153.000000 	 0.000000 	 26.205908
154.000000 	 0.000000 	 24.520845
155.000000 	 0.000000 	 23.250699
156.000000 	 0.000000 	 25.573024
157.000000 	 0.000000 	 24.767722
158.000000 	 0.000000 	 26.410076
159.000000 	 0.000000 	 24.467271
160.000000 	 0.000000 	 25.747119
161.000000 	 0.000000 	 24.556935
162.000000 	 0.000000 	 25.428785
163.000000 	 0.000000 	 24.086144
164.000000 	 0.000000 	 26.911321
165.000000 	 0.000000 	 23.967577
166.000000 	 0.000000 	 24.715047
167.000000 	 0.000000 	 27.177803
168.000000 	 0.000000 	 25.652335
169.000000 	 0.000000 	 26.983575
170.000000 	 0.000000 	 24.882712
171.000000 	 0.000000 	 27.987300
172.000000 	 0.000000 	 27.716719
173.000000 	 0.000000 	 23.464056
174.000000 	 0.000000 	 25.273280
175.000000 	 0.000000 	 24.172243
176.000000 	 0.000000 	 26.670034
177.000000 	 0.000000 	 24.872916
178.000000 	 0.000000 	 24.873682
179.000000 	 0.000000 	 23.378821
180.000000 	 0.000000 	 21.138409
181.000000 	 0.000000 	 26.694158
182.000000 	 0.000000 	 24.512172
183.000000 	 0.000000 	 24.522323
184.000000 	 0.000000 	 24.608787
185.000000 	 0.000000 	 25.560892
186.000000 	 0.000000 	 24.360713
187.000000 	 0.000000 	 24.460538
188.000000 	 0.000000 	 26.572112
189.000000 	 0.000000 	 24.775931
190.000000 	 0.000000 	 27.086387
191.000000 	 0.000000 	 25.313319
192.000000 	 0.000000 	 23.329549
193.000000 	 0.000000 	 22.958168
194.000000 	 0.000000 	 25.019753
195.000000 	 0.000000 	 25.811890
196.000000 	 0.000000 	 27.176336
197.000000 	 0.000000 	 25.200054
198.000000 	 0.000000 	 25.048502
199.000000 	 0.000000 	 24.701476
